Soil_3_IDE_1-2,87.98885,168.4949,326.4879,604.8893,992.515,1384.726,1702.634,1959.768,2220.451,2549.971,3021.379,3733.908,4812.564,6396.839,8603.823,11458.64,14550.09,17734.51,20566.54,22879.25,24751.97,26274.43,27609.34,28824.65,30058.3,31490.06,33413.15,36560.41,40177.77,42348.2,44106.73
Soil_3_IDE_1-3,88.48553,169.5443,328.1675,606.6315,991.9079,1379.048,1692.536,1945.561,2203.837,2530.858,2999.747,3708.449,4783.335,6366.891,8583.151,11422.95,14650.62,17848.37,20720.32,23071.37,24954.28,26491.23,27812.86,28990.91,30169.59,31579.3,33410.2,36545.32,40338.45,42429.36,43874.98
Soil_3_IDE_1-4,88.87733,170.422,329.7365,608.4958,991.7878,1374.564,1681.687,1931.293,2186.508,2511.377,2978.87,3687.312,4759.44,6343.611,8565.178,11419.47,14664.7,17880.3,20740.47,23077.49,24957.19,26486.13,27782.14,28966.06,30135.42,31530.84,33357.21,36524.73,40036.13,41664.48,43388.03
Soil_3_IDE_1-5,89.16255,171.1123,330.9051,609.6981,991.1082,1370.046,1673.232,1919.685,2173.205,2497.361,2963.047,3670.95,4742.241,6326.543,8550.814,11407.75,14658.11,17879.76,20749.21,23085.13,24957.2,26486.31,27797.89,28988.13,30146.46,31587.98,33551.46,36802.68,39885.32,41716.0,43392.51
Soil_3_IDE_2-1,137.7996,248.0164,423.667,719.7162,946.1959,1133.707,1274.895,1381.051,1468.745,1552.945,1646.699,1761.979,1902.581,2071.661,2264.969,2479.846,2713.726,2963.907,3235.043,3518.173,3821.807,4149.044,4500.689,4877.736,5284.973,5719.126,6171.267,6650.47,7142.141,7618.288,8087.521
Soil_3_IDE_2-2,137.6225,247.8033,423.5192,719.7892,946.8389,1134.647,1276.411,1382.615,1470.577,1555.086,1650.169,1767.715,1912.178,2086.243,2284.497,2502.646,2738.246,2989.041,3257.176,3537.653,3838.826,4163.152,4513.683,4892.476,5302.222,5739.901,6201.713,6687.877,7182.784,7658.691,8121.19
Soil_3_IDE_2-3,137.1815,247.157,423.0461,720.4189,949.2441,1139.534,1283.006,1390.68,1479.633,1564.912,1660.652,1779.078,1925.416,2101.485,2302.871,2524.16,2762.701,3015.941,3285.618,3567.586,3869.33,4193.399,4542.16,4919.541,5330.376,5770.611,6233.253,6720.555,7213.548,7685.959,8149.368
Soil_3_IDE_2-4,137.0206,246.8809,422.736,720.4641,950.3403,1141.579,1286.135,1394.5,1483.829,1569.494,1665.68,1784.52,1931.739,2110.209,2314.156,2538.626,2780.081,3035.456,3307.01,3590.819,3893.076,4217.507,4571.334,4951.124,5358.895,5794.218,6250.284,6733.719,7225.6,7697.021,8157.09
Soil_3_IDE_2-5,136.8374,246.6237,422.467,720.5364,951.1288,1143.267,1288.711,1397.709,1487.693,1573.485,1669.341,1788.424,1936.091,2115.065,2319.823,2545.221,2787.378,3041.714,3311.297,3593.331,3891.805,4212.356,4557.115,4928.645,5329.89,5759.6,6207.747,6684.488,7170.03,7634.619,8099.75
Soil_3_IDE_3-1,73.30906,124.4747,231.9282,451.3382,878.8281,1533.926,2511.864,3461.177,4288.348,5013.84,5723.574,6507.244,7428.083,8547.533,9951.803,11665.6,13621.56,15711.73,18287.92,20607.84,22643.64,24433.17,26008.37,27418.45,28849.6,30365.01,32363.65,34190.4,36173.51,38478.1,40032.36
Soil_3_IDE_3-2,73.25618,124.3135,231.4819,450.0933,874.8408,1522.672,2483.084,3405.212,4203.812,4915.51,5654.698,6528.462,7631.279,9031.407,10786.24,12888.17,15222.93,17602.43,19912.54,21950.4,23730.25,25307.41,26722.08,28019.46,29353.3,30827.09,32812.92,35452.74,37626.18,39212.69,40768.86
Soil_3_IDE_3-3,73.2727,124.2775,231.4086,450.0104,874.5185,1521.515,2479.238,3396.826,4188.598,4899.101,5645.612,6540.01,7687.375,9152.256,10973.68,13140.38,15527.91,17948.26,20287.16,22351.56,24156.33,25741.26,27146.37,28457.48,29792.32,31311.46,33292.74,35907.38,38212.71,39868.38,41426.37
Soil_3_IDE_3-4,73.15131,124.0889,230.8488,449.01,873.1805,1520.125,2479.885,3401.107,4199.371,4913.334,5661.664,6565.584,7729.42,9224.354,11081.53,13282.53,15708.66,18165.76,20555.8,22660.16,24478.94,26063.49,27520.28,28831.91,30164.93,31639.51,33614.3,36286.21,38651.82,40290.56,41866.35
Soil_3_IDE_3-5,73.13336,123.9808,230.5866,448.5403,872.4125,1519.432,2479.339,3400.613,4197.684,4910.832,5657.524,6568.909,7744.411,9255.668,11134.23,13369.37,15834.17,18331.29,20723.57,22860.77,24706.53,26290.19,27710.88,28998.14,30323.48,31730.89,33561.54,36290.41,39005.0,40495.73,41994.09
Soil_3_IDE_4-1,110.4765,207.7798,390.3053,671.2413,1000.199,1317.94,1513.192,1662.266,1827.583,2033.854,2310.651,2682.552,3166.177,3774.781,4515.083,5382.121,6366.239,7454.912,8665.787,9880.753,11120.9,12385.24,13644.19,14903.59,16196.7,17505.02,18942.3,20769.35,22679.03,24381.97,26061.87
Soil_3_IDE_4-2,109.8882,206.7324,388.9684,670.6705,1002.39,1323.945,1522.241,1672.71,1837.035,2040.695,2315.154,2686.616,3178.031,3808.182,4583.964,5503.071,6548.069,7691.748,8926.157,10181.03,11440.22,12700.66,13947.63,15169.82,16421.96,17706.13,19104.74,20896.43,22909.77,24802.76,26450.01
Soil_3_IDE_4-3,109.3937,205.6665,387.5089,670.0527,1005.079,1331.293,1533.106,1685.582,1850.787,2054.977,2329.794,2702.185,3195.699,3831.451,4618.562,5555.389,6624.21,7794.316,9051.021,10325.13,11596.28,12854.72,14108.37,15324.0,16550.78,17826.05,19185.51,20945.59,23036.56,24908.51,26459.78
Soil_3_IDE_4-4,108.7918,204.6174,386.45,670.4958,1008.333,1337.664,1541.398,1695.585,1862.646,2066.807,2342.833,2717.663,3214.348,3854.96,4648.891,5596.502,6677.99,7864.555,9122.482,10405.04,11679.5,12944.71,14187.96,15398.89,16614.78,17875.81,19237.51,21002.14,23090.37,24751.46,26449.26
Soil_3_IDE_4-5,108.369,203.9379,385.6821,670.1738,1009.596,1341.026,1531.847,1703.495,1872.27,2078.315,2356.269,2732.659,3231.361,3874.548,4672.224,5623.922,6710.788,7900.771,9163.865,10453.95,11734.54,12998.25,14246.19,15455.77,16682.59,17956.09,19377.53,21201.21,23132.8,24827.91,26579.56
Soil_5_IDE_1-1,108.2996,210.7981,383.7256,684.5018,906.745,1071.947,1189.818,1295.912,1424.691,1605.913,1872.345,2264.601,2839.756,3668.185,4807.087,6277.486,8026.869,9935.024,11932.6,13749.89,15405.68,16909.05,18196.3,19489.34,20737.98,22058.38,23665.8,25987.38,28349.35,29907.74,31569.93
Soil_5_IDE_1-2,109.2851,212.8169,385.1852,681.7731,896.1649,1053.392,1165.105,1265.846,1387.286,1556.397,1807.296,2184.415,2754.236,3601.615,4797.801,6365.184,8228.751,10230.18,12213.68,14032.24,15649.68,17062.38,18321.84,19507.96,20679.28,21956.36,23475.27,25744.84,28234.62,29861.49,31401.5
Soil_5_IDE_1-3,110.3113,214.4098,386.3647,679.5113,887.6339,1039.692,1147.988,1247.122,1366.676,1533.424,1780.838,2153.244,2719.497,3565.899,4767.014,6344.857,8220.796,10232.58,12207.56,14023.96,15623.62,17022.24,18223.58,19409.18,20569.47,21831.71,23334.75,25617.34,27971.7,29454.28,31246.34
Soil_5_IDE_1-4,111.2393,215.9077,387.4541,677.6694,881.0298,1028.727,1134.671,1232.199,1350.33,1516.293,1761.54,2132.733,2696.99,3542.688,4746.363,6327.523,8205.091,10209.41,12178.62,13979.88,15569.92,16964.85,18192.21,19354.52,20512.83,21762.46,23277.64,25505.99,27842.26,29068.65,30657.77
Soil_5_IDE_1-5,111.9719,216.9895,388.0074,675.6173,874.7612,1018.597,1122.474,1218.657,1336.674,1501.244,1745.972,2115.697,2679.548,3525.717,4730.161,6313.022,8188.054,10191.48,12149.3,13941.76,15535.25,16916.75,18116.15,19220.56,20398.88,21682.35,23259.16,25502.49,27628.52,29154.59,30819.65
Soil_5_IDE_2-1,148.4305,261.6424,489.0412,662.1265,802.5424,899.5998,964.3665,1013.086,1058.979,1110.747,1174.437,1254.688,1357.661,1487.059,1643.598,1819.827,2019.666,2232.821,2461.351,2700.76,2957.701,3239.813,3550.13,3888.989,4259.764,4660.493,5092.194,5553.533,6029.75,6499.681,6978.639
Soil_5_IDE_2-2,147.2163,261.0326,489.2879,664.348,806.7345,905.22,969.839,1018.819,1064.484,1116.034,1179.36,1259.473,1362.682,1493.306,1651.676,1831.608,2031.33,2242.913,2466.887,2702.118,2955.72,3233.269,3538.113,3874.769,4244.972,4646.273,5072.972,5533.42,6007.403,6473.731,6948.581
Soil_5_IDE_2-3,147.9697,261.0823,488.7824,662.8307,804.209,901.9911,966.379,1014.893,1060.335,1111.993,1175.365,1255.506,1359.099,1490.272,1649.717,1831.322,2031.816,2243.666,2466.813,2700.81,2953.288,3228.937,3533.274,3867.615,4235.426,4634.029,5060.082,5517.216,5990.664,6459.365,6938.318
